gml_parent_id,gml_id,the_geom,bw_belegung_id,bw_begehren_id,bw_art_des_begehrens_bez,bw_bezeichnung,bw_belastungs_art_bez,bw_datum,mapbs_bw_detail_belegung,mapbs_bw_kalender_strasseplatz,bw_belegungs_art_bez
,BW_Allmendbewilligungen_Veranstaltung.100927,,383518,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,29.11.2017 - 29.11.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383518&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.100958,,383523,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,05.12.2017 - 05.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383523&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.101038,,383517,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,28.11.2017 - 28.11.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383517&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.100788,,383521,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,02.12.2017 - 02.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383521&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.100816,,383520,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,01.12.2017 - 01.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383520&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.100819,,383519,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,30.11.2017 - 30.11.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383519&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.100896,,383515,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,27.11.2017 - 27.11.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383515&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.106123,,391722,9100922,Temporäre Nutzungsbewilligung,"SRF Übertragung, Weihnachtskonzert aus der Theodorskirche Basel",<unbekannt>,21.11.2017 - 27.11.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=391722&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=942&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.106121,,391722,9100922,Temporäre Nutzungsbewilligung,"SRF Übertragung, Weihnachtskonzert aus der Theodorskirche Basel",<unbekannt>,21.11.2017 - 27.11.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=391722&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=942&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.90582,,383741,9079891,Temporäre Nutzungsbewilligung,Wiederkehrender Weihnachtsbaumverkauf   jeweils vom 01.12. - 24.12. (Verkauf + Lagerplatz)  Verkauf + Lager (Standort 1),<unbekannt>,01.12.2017 - 24.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383741&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=958&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",<unbekannt>
,BW_Allmendbewilligungen_Veranstaltung.90560,,383741,9079891,Temporäre Nutzungsbewilligung,Wiederkehrender Weihnachtsbaumverkauf   jeweils vom 01.12. - 24.12. (Verkauf + Lagerplatz)  Verkauf + Lager (Standort 1),<unbekannt>,01.12.2017 - 24.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383741&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=958&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",<unbekannt>
,BW_Allmendbewilligungen_Veranstaltung.100831,,383519,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,30.11.2017 - 30.11.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383519&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.100906,,383522,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,04.12.2017 - 04.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383522&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.100951,,383523,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,05.12.2017 - 05.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383523&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.100894,,383515,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,27.11.2017 - 27.11.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383515&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.100949,,383518,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,29.11.2017 - 29.11.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383518&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.101055,,383517,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,28.11.2017 - 28.11.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383517&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.100790,,383521,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,02.12.2017 - 02.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383521&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.100827,,383520,9097841,Temporäre Nutzungsbewilligung,Kunsstoffeisbahn auf dem Marktplatz 2017  mit teilverlängerten Öffnungszeiten,<unbekannt>,01.12.2017 - 01.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=383520&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.106411,,392129,9099986,Temporäre Nutzungsbewilligung,#TGIMonday Door,<unbekannt>,04.12.2017 - 04.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=392129&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=454&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.106431,,392132,9099986,Temporäre Nutzungsbewilligung,#TGIMonday Door,<unbekannt>,04.12.2017 - 04.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=392132&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=454&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.106418,,392133,9099986,Temporäre Nutzungsbewilligung,#TGIMonday Door,<unbekannt>,04.12.2017 - 04.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=392133&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=454&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.106450,,392131,9099986,Temporäre Nutzungsbewilligung,#TGIMonday Door,<unbekannt>,04.12.2017 - 04.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=392131&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=454&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Festivität
,BW_Allmendbewilligungen_Veranstaltung.86073,,349813,9086229,Temporäre Nutzungsbewilligung,Marroni-/ Glacé- Verkaufsstand 2017,<unbekannt>,01.10.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349813&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=176&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.98758,,387459,9099482,Temporäre Nutzungsbewilligung,Infoplakat zur Ausgrabung in der Steinenvorstadt,<unbekannt>,21.09.2017 - 21.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=387459&month=8&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=575&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.98772,,388408,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388408&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=596&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.98788,,388405,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388405&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=782&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.98791,,388410,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388410&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=201&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.98792,,388404,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388404&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=782&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.98799,,388407,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388407&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=958&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.98806,,388400,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388400&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=17&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.98814,,388395,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388395&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=3&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.98815,,388406,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388406&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=958&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.98817,,388411,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388411&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=201&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.98819,,388413,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388413&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=220&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
