gml_parent_id,gml_id,the_geom,bw_belegung_id,bw_begehren_id,bw_art_des_begehrens_bez,bw_bezeichnung,bw_belastungs_art_bez,bw_datum,mapbs_bw_detail_belegung,mapbs_bw_kalender_strasseplatz,bw_belegungs_art_bez
,BW_Allmendbewilligungen_Veranstaltung.98821,,388409,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388409&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=596&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.98824,,388394,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388394&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=3&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.98832,,388412,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388412&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=220&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.98842,,388401,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388401&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=17&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.98857,,388403,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388403&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=521&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.98858,,388402,9090712,Temporäre Nutzungsbewilligung,"8 Storchenständer, Prix Schappo-Verleihung 2017",<unbekannt>,01.11.2017 - 14.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=388402&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=521&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.106063,,392172,9101278,Temporäre Nutzungsbewilligung,Wunsch- Weihnachtsbaum vom VIBR 2017,<unbekannt>,20.11.2017 - 06.01.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=392172&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=500&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.106079,,392173,9101278,Temporäre Nutzungsbewilligung,Wunsch- Weihnachtsbaum vom VIBR 2017,<unbekannt>,20.11.2017 - 06.01.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=392173&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=500&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.106146,,389102,9088152,Temporäre Nutzungsbewilligung,Bazar der Rudolf Steiner Schule 2017,<unbekannt>,02.12.2017 - 02.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=389102&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=284&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.106164,,389103,9088152,Temporäre Nutzungsbewilligung,Bazar der Rudolf Steiner Schule 2017,<unbekannt>,03.12.2017 - 03.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=389103&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=284&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.106184,,389097,9088152,Temporäre Nutzungsbewilligung,Bazar der Rudolf Steiner Schule 2017,<unbekannt>,01.12.2017 - 01.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=389097&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=284&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.106204,,389098,9088152,Temporäre Nutzungsbewilligung,Bazar der Rudolf Steiner Schule 2017,<unbekannt>,03.12.2017 - 03.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=389098&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=284&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.104369,,88443,9041339,Temporäre Nutzungsbewilligung,Reklamereiter MANPOWER  Fläche 1m²  ab 09. August 2011,<unbekannt>,09.08.2011 - 31.12.2099,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=88443&month=7&year=2011&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=165&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.106484,,391718,9100917,Temporäre Nutzungsbewilligung,Eröffnung Schliffi uff em Märt 2017,<unbekannt>,01.12.2017 - 01.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=391718&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.106632,,392440,9101182,Temporäre Nutzungsbewilligung,*Plakataktion* zum Thema Arbeit und Behinderung des Fördervereins impulse 2017,<unbekannt>,02.12.2017 - 11.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=392440&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=596&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.106633,,392440,9101182,Temporäre Nutzungsbewilligung,*Plakataktion* zum Thema Arbeit und Behinderung des Fördervereins impulse 2017,<unbekannt>,02.12.2017 - 11.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=392440&month=11&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=596&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.9969,,349749,9086207,Temporäre Nutzungsbewilligung,Marroni-/ Glacé- Verkaufsstand 2017,<unbekannt>,01.10.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349749&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=4&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.9970,,349769,9086208,Temporäre Nutzungsbewilligung,Marroni- Verkaufsstand 2017,<unbekannt>,01.10.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349769&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=46&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.9972,,349808,9086225,Temporäre Nutzungsbewilligung,Marroni-/ Glacé- Verkaufsstand 2017,<unbekannt>,01.01.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349808&month=0&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=782&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.9974,,349817,9086235,Temporäre Nutzungsbewilligung,Marroni-/ Glacé- Verkaufsstand 2017,<unbekannt>,01.01.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349817&month=0&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=922&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.9975,,349820,9086237,Temporäre Nutzungsbewilligung,Marroni-/ Glacé- Verkaufsstand 2017,<unbekannt>,01.01.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349820&month=0&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=66&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.9980,,349990,9086243,Temporäre Nutzungsbewilligung,Gemüse- und Obst- Verkaufsstand 2017,<unbekannt>,01.01.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349990&month=0&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=329&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.21128,,349777,9086222,Temporäre Nutzungsbewilligung,Marroni- Verkaufsstand 2017 (max. Donnerstag bis Sonntag),<unbekannt>,01.10.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349777&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=141&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.21129,,349788,9086224,Temporäre Nutzungsbewilligung,Marroni-/ Glacé- Verkaufsstand 2017,<unbekannt>,01.10.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349788&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=381&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.31876,,349814,9086231,Temporäre Nutzungsbewilligung,Marroni-/ Glacé- Verkaufsstand 2017,<unbekannt>,01.01.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349814&month=0&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=176&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.31877,,349818,9086235,Temporäre Nutzungsbewilligung,Marroni-/ Glacé- Verkaufsstand 2017,<unbekannt>,01.01.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349818&month=0&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=575&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.31885,,349987,9086239,Temporäre Nutzungsbewilligung,Blumen- Verkaufsstand 2017,<unbekannt>,01.01.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349987&month=0&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=46&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.31946,,351794,9093129,Temporäre Nutzungsbewilligung,10 Veranstaltungen im jeweiligen Jahr auf dem Roofdeck des Kulturschiff Expostar-Nordstern. Laufzeit gemäss Mietvertrag und beiliegendem Konzept.,<unbekannt>,06.05.2017 - 03.10.2020,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=351794&month=4&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=956&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.75513,,349827,9086238,Temporäre Nutzungsbewilligung,Marroni-/ Glacé- Verkaufsstand 2017,<unbekannt>,01.04.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349827&month=3&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=46&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.75516,,349989,9086242,Temporäre Nutzungsbewilligung,Gemüse- und Obst- Verkaufsstand 2017,<unbekannt>,01.01.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349989&month=0&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=201&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.86071,,349775,9086222,Temporäre Nutzungsbewilligung,Marroni- Verkaufsstand 2017 (max. Donnerstag bis Sonntag),<unbekannt>,01.10.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349775&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=901&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.42692,,312741,9088338,Temporäre Nutzungsbewilligung,Bücherschrank,<unbekannt>,31.08.2016 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=312741&month=7&year=2016&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=567&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.53475,,349821,9086237,Temporäre Nutzungsbewilligung,Marroni-/ Glacé- Verkaufsstand 2017,<unbekannt>,01.01.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349821&month=0&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=257&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.64322,,349773,9086221,Temporäre Nutzungsbewilligung,Marroni-/ Glacé- Verkaufsstand 2017,<unbekannt>,01.10.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349773&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=820&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.64325,,349988,9086241,Temporäre Nutzungsbewilligung,Gemüse- und Obst- Verkaufsstand 2017,<unbekannt>,01.01.2017 - 31.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=349988&month=0&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=782&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.101574,,391124,9100467,Temporäre Nutzungsbewilligung,Pikett- Material- Anhänger für Weihnachtsmarkt 2017,<unbekannt>,14.11.2017 - 24.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=391124&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=316&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aufbau bis und mit Abbau
,BW_Allmendbewilligungen_Veranstaltung.101527,,391125,9100467,Temporäre Nutzungsbewilligung,Pikett- Material- Anhänger für Weihnachtsmarkt 2017,<unbekannt>,14.11.2017 - 24.12.2017,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=391125&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=316&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
,BW_Allmendbewilligungen_Veranstaltung.34668,,93703,9042588,Temporäre Nutzungsbewilligung,"Trottoirauslagen  2,8m2, ab September 2011",<unbekannt>,01.09.2011 - 31.12.2099,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=93703&month=8&year=2011&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=201&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Aktivität
